date,meeting_date,doc_type,speaker_types,sharpe_positive,sharpe_negative,sharpe_net,sharpe_consensus
2001-06-27,2001-06-27,speech,{'unknown'},0.008883087111563933,0.0020695364238410598,0.006813550687722873,1.9806833394543236e-05
2001-06-27,2001-06-27,statements,,0.009852216748768473,0.0,0.009852216748768473,0.0049261083743842365
2001-08-21,2001-08-21,speech,{'unknown'},0.006813417190775681,0.002882599580712788,0.003930817610062893,0.00010623831378548361
2001-08-21,2001-08-21,statements,,0.004975124378109453,0.0,0.004975124378109453,0.004975124378109453
2001-09-17,2001-10-02,statements,,0.004608294930875576,0.004608294930875576,0.0,0.0
2001-10-02,2001-10-02,speech,{'unknown'},0.008581340149716999,0.0007303268212525105,0.007851013328464489,0.00015394143781302918
2001-10-02,2001-10-02,statements,,0.005747126436781609,0.0,0.005747126436781609,0.005747126436781609
2001-11-06,2001-11-06,speech,{'unknown'},0.010502314654874594,0.002211013611552546,0.008291301043322048,4.506141871370678e-05
2001-11-06,2001-11-06,statements,,0.011560693641618497,0.0,0.011560693641618497,0.005780346820809248
2001-12-11,2001-12-11,speech,{'unknown'},0.00713511045150979,0.003082367715052229,0.0040527427364575605,2.2641020874064584e-05
2001-12-11,2001-12-11,statements,,0.010362694300518135,0.0,0.010362694300518135,0.0051813471502590676
2002-01-30,2002-01-30,speech,{'unknown'},0.010435671020944318,0.0013865576880974968,0.009049113332846822,5.585872427683223e-05
2002-01-30,2002-01-30,statements,,0.007633587786259542,0.0,0.007633587786259542,0.007633587786259542
